to,level,credits,course_2,title_2,course_1,from_,gen_ed,title_1,specia
4674,L,4.00,PHYS/AST 104,Stars Galxs & Universe(Xl),AST 156,4672,CD,Stars Galax & Univ,
4674,L,4.00,PHYS/AST 104,Stars Galxs & Universe(Xl),AST 160,4672,CD,"Stars, Galaxy & Universe",
4674,U,3.00,PHYS/AST EL,Physics/Astronomy Elective,AST 362,4672,,Astrophysics,
4674,U,2.00,PHYS/AST EL,Physics/Astronomy Elective,AST 363,4672,,Astrophysics Lab,
4674,U,3.00-15.00,PHYS/AST EL,Physics/Astronomy Elective,AST 450,4672,,Physics & Astronomy Internship,8
4674,U,1.00-3.00,PHYS/AST EL,Physics/Astronomy Elective,AST 453,4672,,Topics in Physics & Astronomy,8
4674,U,3.00,PHYS/AST EL,Physics/Astronomy Elective,AST 466,4672,,Cosmology,
4674,U,1.00,PHYS/AST EL,Physics/Astronomy Elective,AST 497,4672,,Physics & Astronomy Seminar,
4674,U,1.00-3.00,PHYS/AST 456,Related Readings,AST 498,4672,,Physics & Astronomy Research,8
4674,L,3.00,ANTHRO 250,Archaeology (Ss)(Xs)(Nw),ARC 100,4672,"AD, DG",Discovering Our Past,
4674,L,3.00,ANTHRO 208,Archaeology (Xs),ARC 100,4672,"AD, DG",Discovering Our Past,
4674,L,1.00,GEN EL,General Elective,ARC 101,4672,,Arc Studies Major Orientation,
4674,L,3.00,ANTHRO 250,Archaeology (Ss)(Xs)(Nw),ARC 195,4672,"AD, DG",Archaeology,
4674,L,3.00,ANTHRO 208,Archaeology (Xs),ARC 195,4672,"AD, DG",Archaeology,
4674,U,3.00,ANTHRO 352,Old World Archaeology,ARC 200,4672,DG,World Archaeology,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ARC 203,4672,DG,Human Adaptations,
4674,U,3.00,ANTHRO 354,Archaeology of North Amer,ARC 204,4672,DG,Ancient Literate Civilizations,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ARC 205,4672,DG,North American Archaeology,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ARC 210,4672,DG,Midwest Archaeolgy,
4674,U,3.00,ANTHRO 392,Museum Techniques,ARC 250,4672,DG,Museum Studies,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ARC 265,4672,DG,Ancient Egypt,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ARC 275,4672,DG,Ancient Britain and Ireland,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ARC 280,4672,DG,Archaeology of the Andes,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ARC 285,4672,DG,Archaeology of Mex & Ctrl Amer,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ARC 295,4672,"AD, DG",Egyptian Archaeology,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ARC 304,4672,DG,Hunter Gatherer Societies,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ARC 310,4672,DG,Midwest Archaeolgy,
4674,U,3.00,HISTORY 302,Ancient Greece,ARC 331,4672,DC,Ancient Greek Wrld,
4674,U,3.00,ANTHRO 358,Archaeological Theory,ARC 333,4672,DG,Archlgy Mthds/Thry,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ARC 340,4672,DG,Origins of Cities,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ARC 341,4672,DG,North American Archaeology,
4674,U,1.00-6.00,ANTHRO EL,Anthropology Elective,ARC 350,4672,DG,Ind International Research,8
4674,U,3.00,ANTHRO EL,Anthropology Elective,ARC 365,4672,DG,Ancient Iraq,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ARC 366,4672,DG,Ancient Israel,
4674,U,3.00,WOM STDS EL,Womens Studies Elective,ARC 372,4672,DI,Women in the Ancient World,
4674,U,2.00,ANTHRO EL,Anthropology Elective,ARC 390,4672,DG,Archlgy For Tchrs,
4674,U,2.00,ANTHRO EL,Anthropology Elective,ARC 391,4672,DG,Arch Fld Sch Tchrs,
4674,U,2.00,ANTHRO EL,Anthropology Elective,ARC 392,4672,DG,Arch Lab For Tchrs,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ARC 399,4672,DG,Arc Forum,
4674,U,6.00,ANTHRO 362,Fd Wk Archaeology,ARC 402,4672,DG,Field Methods in Archaeology,
4674,U,3.00,ANTHRO 363,Archaeological Anaysis,ARC 403,4672,DG,Archaeology Lab Methods,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ARC 404,4672,DG,Environmental Archaeology,
4674,U,1.00-3.00,ANTHRO EL,Anthropology Elective,ARC 409,4672,DG,Readings & Research in Arc,8
4674,U,3.00,ANTHRO EL,Anthropology Elective,ARC 433,4672,DG,Hst of Archaeology,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ARC 435,4672,DG,Cultrl Resoure Mgt,
4674,U,1.00-15.00,ANTHRO EL,Anthropology Elective,ARC 450,4672,DG,Internship in Archaeology,8
4674,U,3.00,ANTHRO EL,Anthropology Elective,ARC 499,4672,DG,Senior Project/Thesis in Arc,
4674,L,2.00,ACCT 206,Essentials of Financial Acct,ACC 221,4672,,Accounting Principles I,
4674,L,1.00,ACCT 208,Financial Accounting Cycle,ACC 222,4672,,Accounting Principles II,
4674,L,2.00,ACCT 207,Essentials of Managerial Acct,ACC 235,4672,,Survey of Accnting,
4674,U,1.00,BUSINESS EL,Business Administration Electi,ACC 321,4672,,Intermediate Accounting I,
4674,U,3.00,BUSINESS EL,Business Administration Elective,ACC 321,4672,,Intermediate Accounting I,
4674,U,4.00,BUSINESS 301,Intermediate Accounting I,ACC 322,4672,,Intermediate Accountng II,
4674,U,4.00,ACCT 301,Intermediate Accounting I,ACC 322,4672,,Intermediate Accountng II,
4674,U,3.00,BUSINESS 302,Intermediate Accounting II,ACC 325,4672,,Cost Accounting,
4674,U,3.00,ACCT 302,Intermediate Accounting II,ACC 325,4672,,Cost Accounting,
4674,U,3.00,BUSINESS 303,Cost Management,ACC 327,4672,,Acct Inform Systms,
4674,U,3.00,ACCT 303,Cost Management,ACC 327,4672,,Acct Inform Systms,
4674,U,3.00,BUSINESS 412,Web-Based System,ACC 330,4672,,Individual Income Taxation,
4674,U,3.00,INFO SYS 432,Agile Web Design & Development,ACC 330,4672,,Individual Income Taxation,
9999,L,3.00,GSW 101,Introduction to Gender (Is),WGS 100,4672,"SS, ES",Gend Race Cls in America (Es),
9999,L,3.00,GSW EL,"Gender, Sexuality, & Women's Studies Elective",WGS 210,4672,"HU, ES",Womens Voices/Culture (Es),
9999,L,3.00,GSW EL,"Gender, Sexuality, & Women's Studies Elective",WGS 220,4672,SS,Women/Lrng/Knowldg,
9999,L,3.00,GSW EL,"Gender, Sexuality, & Women's Studies Elective",WGS 230,4672,"SS, ES",Womens Div: Race/Clss/Clt (Es),
9999,L,3.00,GSW EL,"Gender, Sexuality, & Women's Studies Elective",WGS 240,4672,AP,Contemporary Women's Issues,
9999,L,1.00-3.00,GSW EL,"Gender, Sexuality, & Women's Studies Elective",WGS 250,4672,,Topics in Women's Studies,8
9999,L,1.00,GSW EL,"Gender, Sexuality, & Women's Studies Elective",WGS 255,4672,,Women in the Military,
4674,U,3.00,BUSINESS 403,Federal Income Tax,ACC 333,4672,,Taxatn-Non/Acctnts,
4674,U,3.00,ACCT 403,Federal Income Tax,ACC 400,4672,,Accountancy Forum,8
4674,U,3.00,BUSINESS EL,Business Administration Elective,ACC 418,4672,,Business Law For Accountants,
4674,U,1.00-3.00,BUSINESS EL,Business Administration Elective,ACC 421,4672,,Advanced Accounting,
4674,U,3.00,BUSINESS 321,Business Law I,ACC 421,4672,,Advanced Accounting,
4674,U,3.00,BUSINESS 408,Advanced Accounting,ACC 425,4672,,Adv Mgrl Acct Prob,
4674,U,3.00,ACCT 408,Advanced Accounting,ACC 425,4672,,Adv Mgrl Acct Prob,
4674,U,3.00,BUSINESS 304,Adv Cost Management,ACC 427,4672,,Adv Acct Info Syst,
4674,U,3.00,ACCT 304,Adv Cost Management,ACC 430,4672,,Taxation II,
4674,U,3.00,BUSINESS EL,Business Administration Elective,ACC 430,4672,,Taxation II,
4674,U,3.00,BUSINESS 404,Advanced Federal Income Tax,ACC 432,4672,,Partnrshp Taxation,8
4674,U,3.00,ACCT 404,Advanced Federal Income Tax,ACC 433,4672,,Tax Resrch & Plan,8
9999,L,1.00-3.00,GSW EL,"Gender, Sexuality, & Women's Studies Elective",WGS 259,4672,SS,Girls and Women in Sport,8
9999,L,3.00,GSW EL,"Gender, Sexuality, & Women's Studies Elective",WGS 260,4672,SS,Womn-Wis & Midwst,
9999,L,3.00,GSW EL,"Gender, Sexuality, & Women's Studies Elective",WGS 270,4672,,Women & Friendship,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ANT 100,4672,DG,Discover Our Past,
4674,L,3.00,ANTHRO 232,Cultural Anthro (Nw)(Ss)(Xs),ANT 101,4672,"AD, DG",Human Nature/Human Culture,
4674,L,3.00,ANTHRO 204,Cultr Anthro (Xs)(Gc),ANT 101,4672,"AD, DG",Human Nature/Human Culture,
4674,L,4.00,ANTHRO 202,Intro to Bio Anthro (Xl),ANT 102,4672,CE,Intro to Physical Anthropology,
4674,L,3.00,ANTHRO 232,Cultural Anthro (Nw)(Ss)(Xs),ANT 195,4672,"AD, DG",Intro to Cultural Anthropology,
4674,L,3.00,ANTHRO 204,Cultr Anthro (Xs)(Gc),ANT 195,4672,"AD, DG",Intro to Cultural Anthropology,
4674,L,3.00,GEN EL,General Elective,ANT 202,4672,,Contemporary Global Issues,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ANT 205,4672,DG,No Amer Prehistory,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ANT 215,4672,DG,Refugees/Transntl Communities,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ANT 221,4672,DG,Anth-Global Issues,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ANT 230,4672,"AD, DG",Se Asia-Peoples & Culture,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ANT 245,4672,"AD, DG",Peop Cult Latin Am,
4674,L,3.00,WOM STDS EL,Womens Studies Elective,ANT 250,4672,DI,Women and Society,
4674,U,1.00-3.00,BUSINESS EL,Business Administration Elective,ACC 434,4672,,Tx-Trst-Gfts-Estat,8
4674,U,1.00-3.00,BUSINESS EL,Business Administration Elective,ACC 435,4672,,Governmental Accounting,
4674,U,1.00-3.00,BUSINESS EL,Business Administration Elective,ACC 435,4672,,Governmental Accounting,
4674,U,3.00,BUSINESS 405,Govt/Not-F-Pro-Acct,ACC 438,4672,,Principles of Auditing,
4674,U,3.00,ACCT 405,Govt/Not-F-Pro-Acct,ACC 438,4672,,Principles of Auditing,
4674,U,3.00,BUSINESS 401,Auditing,ACC 440,4672,,Advanced Auditing,
4674,U,3.00,ACCT 401,Auditing,ACC 445,4672,,Accounting Theory,
4674,U,3.00,BUSINESS EL,Business Administration Elective,ACC 446,4672,,Acc Contrl Nonprof,
4674,U,3.00,BUSINESS EL,Business Administration Elective,ACC 446,4672,,Acc Contrl Nonprof,
4674,U,3.00,BUSINESS 405,Govt/Not-F-Pro-Acct,ACC 447,4672,,International Acct,
4674,U,3.00,ACCT 405,Govt/Not-F-Pro-Acct,ACC 450,4672,,Cba Internship,8
4674,U,3.00,BUSINESS EL,Business Administration Elective,ACC 499,4672,,Independent Study,8
4674,L,2.00,ART EL,Art Elective,APH 102,4672,,Photography Appreciation,
4674,L,2.00,ART EL,Art Elective,APH 232,4672,,Photographic Composition,
4674,L,3.00,GEN EL,General Elective,APH 242,4672,,Digital Imaging Techniques,
4674,U,1.00-3.00,ART EL,Art Elective,APH 300,4672,,Special Projects Photography,8
4674,U,3.00,JOURNAL EL,Journalism Elective,APH 302,4672,,Documentary Photo I,
4674,U,3.00,ART EL,Art Elective,APH 312,4672,,Commercial Photography,
4674,U,3.00,ART EL,Art Elective,APH 322,4672,,Portrait Photography,
4674,U,2.00,ART EL,Art Elective,APH 332,4672,,Multi-Media Prsntn,
4674,U,3.00,ART EL,Art Elective,APH 342,4672,,Color Photography,
4674,U,3.00,COMM EL,Communication Elective,APH 351,4672,,Film and Society,
4674,U,1.00,ART 345,Photography II,APH 372,4672,,Applied Photogrphy,
4674,U,3.00,JOURNAL EL,Journalism Elective,APH 402,4672,,Documentary Photo II,
4674,L,2.00,ART 105,Understand the Arts (Xc),ART 102,4672,BA,Art Appreciation,
4674,L,2.00,ART 101,Elements of Studio Art(Xc),ART 103,4672,BA,Drawing,
4674,L,3.00,ART 111,Drawing I,ART 104,4672,,Foundations I,
4674,L,2.00,ART EL,Art Elective,ART 105,4672,,Crafts,
4674,L,3.00,ART 114,3-D Design,ART 106,4672,,Foundations II,
4674,L,2.00,ART EL,Art Elective,ART 108,4672,,Graphic Arts Dsign,
4674,L,2.00,ART 112,2-D Design and Color,ART 112,4672,,Two Dimnsnl Design,
4674,L,2.00,ART EL,Art Elective,ART 115,4672,,Graphic Arts Dsign,
4674,L,3.00,ART 105,Understand the Arts (Xc),ART 160,4672,BA,Gen Art Foundations,
4674,L,3.00,ART 101,Elements of Studio Art(Xc),ART 162,4672,BA,Drawing Foundations,
4674,L,3.00,ART 239,Typography I,ART 164,4672,,Design Foundations,
4674,L,3.00,ART EL,Art Elective,ART 166,4672,,Three Dimensional Foundations,
4674,L,2.00,ART EL,Art Elective,ART 172,4672,,Photography Survey,
4674,L,1.00-3.00,ART EL,Art Elective,ART 200,4672,,Prspctvs in Art I,8
4674,L,3.00,ANTHRO EL,Anthropology Elective,ANT 265,4672,DG,Ancient Egypt,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ANT 266,4672,DG,Anthropology of Food,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ANT 275,4672,DG,Ancnt Brtn & Irlnd,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ANT 285,4672,DG,Arch Mex & Ctrl Am,
4674,L,3.00,ANTHRO EL,Anthropology Elective,ANT 290,4672,DG,Andean Anthropology,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ANT 300,4672,DG,Ltn Am Transition,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ANT 304,4672,DG,Hunter Gatherer Societies,
4674,U,3.00,SOC EL,Sociology Elective,ANT 305,4672,DG,Indgen Agr Soc Past/Present,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ANT 309,4672,DG,Pol Cult Latn Amer,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ANT 310,4672,DG,Midwest Archaeolgy,
4674,U,3.00,ANTHRO 340,Culture & Personality,ANT 331,4672,DG,Personality & Cult,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ANT 332,4672,DG,Physical Anthropol,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ANT 333,4672,DG,Archlgy Mthds/Thry,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ANT 339,4672,DG,Contemp Latin Amer,
4674,U,2.00,ART 445,Photography III,APH 412,4672,,Expressive/Archival Imaging,
4674,U,1.00,ART EL,Art Elective,APH 492,4672,,Seminar in Photography,
4674,U,1.00-3.00,ART EL,Art Elective,APH 499,4672,,Ind Stdy Art Photo,8
4674,L,3.00,ART EL,Art Elective,ART 201,4672,"BA, EA",Multicl Survey Art,
4674,L,3.00,ART 239,Typography I,ART 202,4672,,Intro Grap Art Des,
4674,L,3.00,ART 234,Beginning Figure Drawing,ART 203,4672,,Figure Drawing,
4674,L,3.00,ART 241,Watercolor I,ART 204,4672,,Watercolor Paintng,
4674,L,3.00,ART 275,Painting I,ART 205,4672,,Intro to Painting,
4674,L,3.00,ART 142,Introduction to Digital Art,ART 207,4672,,Intro to Graphic Design,
4674,L,3.00,ART EL,Art Elective,ART 208,4672,,New Tech/Arts,
4674,L,3.00,ART EL,Art Elective,ART 209,4672,,Intro Print Intagl,
4674,L,3.00,ART EL,Art Elective,ART 210,4672,,Intro Print Lithog,
4674,L,3.00,ART EL,Art Elective,ART 212,4672,,3 Dimnsnl Design,
4674,L,3.00,ART EL,Art Elective,ART 213,4672,,Ceramics For Non-Art Major,
4674,L,3.00,ART 267,Sculpture I,ART 214,4672,,Intro to Sculpture,
4674,U,3.00,ART 367,Sculpture II,ART 215,4672,,Interm Sculpture,
4674,L,3.00,ART 271,Ceramics I,ART 216,4672,,Intro to Ceramics,
4674,U,3.00,ANTHRO 312,Native North America (Es),ANT 343,4672,"DG, EA",North American Indians,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ANT 345,4672,DG,Cul Ptrns of No Am,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ANT 350,4672,DG,Introduction Linguistic Anth,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ANT 352,4672,DG,The Anth of War,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ANT 355,4672,DG,Peoples Africa/Mid East,
4674,U,3.00,ANTHRO 326,Peopl & Cult Oceania,ANT 356,4672,"AD, DG",Peoples of Oceania,
4674,U,3.00,GEN EL,General Elective,ANT 360,4672,,Catastro/Hum Socie,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ANT 399,4672,DG,Ant Forum,
4674,U,3.00,ANTHRO EL,Anthropology Elective,ANT 400,4672,DG,Culture/Envrnmnt,
4674,U,6.00,ANTHRO 362,Fd Wk Archaeology,ANT 402,4672,DG,Fld Mth-Archeology,
4674,U,1.00-3.00,ANTHRO 456,Related Readings,ANT 409,4672,DG,Readings & Research in Ant,8
4674,U,3.00,ANTHRO 332,Magic and Religion,ANT 444,4672,DG,Comp Religion & Magic,
4674,U,3.00-15.00,ANTHRO EL,Anthropology Elective,ANT 450,4672,DG,Internship in Anthropology,8
4674,U,2.00-3.00,ANTHRO EL,Anthropology Elective,ANT 499,4672,DG,Seminar in Anthropology,8
4674,L,3.00,ART 260,Printmaking: Intaglio Relief,ART 218,4672,,Intro to Printmaking,
4674,L,3.00,ART EL,Art Elective,ART 219,4672,,Forging/Raising Non-Art Major,
4674,L,3.00,ART 263,Art Metal I,ART 220,4672,,"Intro Metals, Forge, & Raising",
4674,L,3.00,ART 263,Art Metal I,ART 221,4672,,Introduction to Metalsmithing,
4674,L,3.00,ART EL,Art Elective,ART 222,4672,,Metalsmithing Non-Art Majors,
4674,L,3.00,ART EL,Art Elective,ART 223,4672,,Intro to Blacksmithing,
4674,L,3.00,ART EL,Art Elective,ART 231,4672,,Ancient Art/W Wld,
4674,L,3.00,ART 109,Art History Survey I (Hu),ART 232,4672,BA,Medieval Art/W Wld,
4674,L,3.00,ART 209,Art History Survey I (Hu)(Xc),ART 232,4672,BA,Medieval Art/W Wld,
4674,L,3.00,ART EL,Art Elective,ART 250,4672,,Studio Art For Non-Art Majors,
4674,L,3.00,ART 109,Art History Survey I (Hu),ART 251,4672,BA,Art History I,
4674,L,3.00,ART 209,Art History Survey I (Hu)(Xc),ART 251,4672,BA,Art History I,
4674,L,3.00,ART 110,Art History Survey II (Hu),ART 252,4672,BA,Art History II,
4674,L,3.00,ART 210,Art History Survey II (Xc)(Gc),ART 252,4672,BA,Art History II,
4674,L,3.00,ART 111,Drawing I,ART 262,4672,,Drawing II,
4674,L,3.00,ART EL,Art Elective,ART 272,4672,,Photo I,
4674,L,2.00,ART EL,Art Elective,ART 274,4672,,Photographic Composition,
4674,L,3.00,ART EL,Art Elective,ART 276,4672,,Digital Imaging Techniques,
4674,U,3.00,ART EL,Art Elective,ART 300,4672,,Studio Art,
4674,L,3.00,ART 204,Advanced Drawing,ART 303,4672,,Advanced Drawing,
4674,U,3.00,ART 375,Painting II,ART 305,4672,,Intermediate Painting,
4674,U,3.00,ART EL,Art Elective,ART 308,4672,,Intermediate Graphic Design,
4674,U,3.00,ART EL,Art Elective,ART 309,4672,,Adv Printmaking,
4674,U,3.00,ART 367,Sculpture II,ART 314,4672,,Intermediate Sculpture,
4674,U,3.00,ART 371,Ceramics II,ART 316,4672,,Intermediate Ceramics,
4674,U,3.00,ART 363,Art Metal II,ART 320,4672,,Intermediate Forging & Raising,
4674,U,3.00,ART 363,Art Metal II,ART 321,4672,,Intermediate Metalsmithing,
4674,U,3.00,ART 323,"Art History, American Art",ART 331,4672,,Art of the United States,
4674,U,3.00,ART EL,Art Elective,ART 333,4672,,Hst of Animation,
4674,U,3.00,ART EL,Art Elective,ART 334,4672,,Aes/Crit-Vis Art,
4674,U,3.00,ART EL,Art Elective,ART 343,4672,,New Dir/Animation,
4674,U,3.00,ART EL,Art Elective,ART 349,4672,,Display Holography,
4674,U,3.00,ART 300,Art For People W Disabilities,ART 350,4672,,Practice of Art Therapy,
4674,U,3.00,ART 310,"Art History, Ancient Art",ART 351,4672,,Origins of Art,
4674,U,3.00,ART 311,"Art History, Medieval Art (Gs)",ART 352,4672,,Medieval Art/W Wrl,
4674,U,3.00,ART 313,Art Hstry Renaissance Art (Gs),ART 353,4672,,Renaissance Art,
4674,U,2.00,ART EL,Art Elective,ART 399,4672,,Sem Prof Practice & Problems,
4674,U,1.00-3.00,ART EL,Art Elective,ART 400,4672,,Perspective Art II,8
4674,U,3.00,ART EL,Art Elective,ART 405,4672,,Advanced Painting,
4674,U,3.00,ART 338,Design II,ART 408,4672,,Advanced Graphic Design,
4674,U,3.00,ART EL,Art Elective,ART 409,4672,,Photo-Prcss Prtmkg,
4674,U,3.00,ART EL,Art Elective,ART 410,4672,,Ind Prob Prntmkg,
4674,U,1.00-3.00,ART 446,Independent Study,ART 413,4672,,Independent Study,8
4674,U,3.00,ART 467,Sculpture III,ART 414,4672,,Advanced Sculpture,
4674,U,3.00,ART 481,Art Seminar,ART 415,4672,,Art Seminar,
4674,U,3.00,ART 471,Ceramics III,ART 416,4672,,Advanced Ceramics,
4674,U,3.00,ART EL,Art Elective,ART 417,4672,,Ceramic Sculpture,
4674,U,3.00,ART 463,Art Metal III,ART 421,4672,,Advanced Metalsmithing,
4674,U,2.00,ART EL,Art Elective,ART 431,4672,,Lectures in Art History,
4674,U,3.00,ART EL,Art Elective,ART 434,4672,,Aes/Crit-Vis Art,
4674,U,1.00-3.00,ART EL,Art Elective,ART 450,4672,,Internship in Art,8
4674,U,1.00,ART EL,Art Elective,ART 499,4672,,Senior Exhibition,
4674,L,1.00,MED TECH EL,Medical Technology Elective,CLI 120,4672,,Intro to Clinical Lab Science,
4674,L,2.00,MED TECH EL,Medical Technology Elective,CLI 200,4672,,Intro Clin Lab Sci,
4674,U,2.00,MED TECH EL,Medical Technology Elective,CLI 380,4672,,Prof Issues Mls,
4674,U,2.00,MED TECH EL,Medical Technology Elective,CLI 390,4672,,Quality Systems,
4674,U,2.00,MED TECH EL,Medical Technology Elective,CLI 395,4672,,Urinalysis & Body Fluids,
4674,U,3.00,BIOLOGY 341,Immunology,CLI 400,4672,,Clin Immunology,
4674,U,4.00,MED TECH EL,Medical Technology Elective,CLI 405,4672,,Clin Chemistry,
4674,U,4.00,BIOLOGY 344,Intro to Hematology,CLI 410,4672,CA,Clinical Hematology,
4674,U,5.00,MED TECH EL,Medical Technology Elective,CLI 415,4672,,Diag Med Micro,
4674,U,3.00,MED TECH EL,Medical Technology Elective,CLI 420,4672,,Immunohematology,
4674,U,2.00,MED TECH EL,Medical Technology Elective,CLI 430,4672,,Med Lab Mgt/Edu,
4674,U,1.00,MED TECH EL,Medical Technology Elective,CLI 435,4672,,Res Design/Meth,
4674,U,2.00,MED TECH EL,Medical Technology Elective,CLI 449,4672,,Clin Correlation I,
4674,U,5.00,MED TECH EL,Medical Technology Elective,CLI 450,4672,,Clinical Chemistry,
4674,U,5.00,MED TECH EL,Medical Technology Elective,CLI 455,4672,,Clinical Hematology/Hemostasis,
4674,U,5.00,MED TECH EL,Medical Technology Elective,CLI 460,4672,,Clinical Immunohematology,
4674,U,3.00,MED TECH EL,Medical Technology Elective,CLI 465,4672,,Clinical Immunology,
4674,U,6.00,MED TECH EL,Medical Technology Elective,CLI 470,4672,,Diagnostic Microbiology,
4674,U,1.00,MED TECH EL,Medical Technology Elective,CLI 475,4672,,Adv Appl Prac,
4674,U,2.00,MED TECH EL,Medical Technology Elective,CLI 492,4672,,Cl Correlation II,
4674,U,2.00,MED TECH EL,Medical Technology Elective,CLI 493,4672,,Cl Correlation III,
4674,U,1.00-3.00,MED TECH EL,Medical Technology Elective,CLI 495,4672,,Independen Study in Mls,8
4674,U,1.00-3.00,MED TECH EL,Medical Technology Elective,CLI 496,4672,,Special Topics in Cls,8
4674,U,2.00,MED TECH EL,Medical Technology Elective,CLI 499,4672,,Independent Research in Cls,
4674,L,3.00,HLTH EDU EL,Health Education Elective,CHE 240,4672,,Comm Health Ed Foundations,
4674,U,3.00,HLTH EDU 315,Environmental Health,CHE 340,4672,,Epidmlgy & Comm Health Problem,
4674,U,3.00,HLTH EDU EL,Health Education Elective,CHE 350,4672,,Biometry & Research Design,
4674,U,3.00,HLTH EDU 403,Community and Public Health,CHE 440,4672,,Program Dev in Comm Health Ed,
4674,U,3.00,HLTH EDU EL,Health Education Elective,CHE 441,4672,,Hmn Diseas Prv/Ctl,
4674,L,4.00,CHINESE 110,Intro to Chinese I (Xc),CHI 101,4672,"AD, BB",Elementary Chinese I,
4674,L,4.00,CHINESE 111,Intro Chinese II (Xc),CHI 102,4672,"AD, BB",Elementary Chinese II,
